Puzzle,Solution
976010048100000000300000907009071600007630000003095100000080050005000001000000734,976213548158749326342568917529471683817632495463895172634187259795324861281956734
300170206000600019800000000002000080000006001060010940000000000000701030000804762,349178256257643819816529374192435687473986521568217943784362195625791438931854762
700000000000000016018073004000040050500000987090000003000590070009718640000000109,754169832923485716618273594387946251546321987192857463461592378239718645875634129
460108000150007000800065900000802090000000004000610020500091000090400605070500000,469138752152947863837265941714852396625379184983614527546791238291483675378526419
000700000809015000010400000000060400000803006780040010070100805008306001190000000,564728193839615742217439568352961487941873256786542319673194825428356971195287634
400605800020000000500000046200097008000000000004008251870900605000000010001200907,437615892126489573589732146265197438318524769794368251873941625952876314641253987
001040008040000060507309040608000150004001000000000000000000890105908004070004005,961742538243815769587369241698437152354281976712596483426153897135978624879624315
001800000090000500530000700600003000000000190270000056000906803008750000067001000,741835629896172534532649718615293487483567192279418356154926873328754961967381245
080060010340201080005480600000306200000000540050000090610000000004000028000000100,987563412346291785125487639498356271261978543753142896612834957574619328839725164
000700000003420000060000080207500310000000058400000067080000000600040000504001036,945783621813426579762915483297568314136274958458139267389657142671342895524891736
005930010710002930000070005159000000000000300026000000000000250097000000060108070,685934712714852936932671845159387624478265391326419587841796253297543168563128479
000000069000003470000502030000000650034005000002004700020000900006047300017029040,375418269281693475649572138798231654134765892562984713423156987956847321817329546
067098040000100507020000060250000186000000000000002790901070005080000009000400000,567398241498126537123745968254937186719684352836512794941873625385261479672459813
072000000690000000513020000020040096030070012900000500000130070000000005040900031,472896153698351724513427869127548396835679412964213587259134678381762945746985231
090007400025000000400000000000000009502100000010083005970010030040300008001020040,193867452825941763467235891634752189582196374719483625978514236246379518351628947
000007040000036090003800000000074030000000001090350070006100400107060009805040013,269517348758436192413892765581974236374628951692351874936185427147263589825749613
470980600009020050002000040040600000500001000900000000800000000004006209620005081,475983612369124758182567943248639175536271894917458326891342567754816239623795481
005060012100400800070000000000050000008001000056000000030270100000043280700000006,845367912163492875279185643417956328928731564356824791634278159591643287782519436
009024570020035060000090008506000000907450000000000000004000056700900300200000400,639824571821735964475691238546387129917452683382169745194273856758946312263518497
060800000500030080000500490050000000000000200380064000005006900000900030042150000,169847325524639781873521496251798643496315278387264159735486912618972534942153867
079002005602301070100000006900000007000008030035000981500600020007000500000100008,879462315642351879153987246984213657761598432235746981598674123317829564426135798
000600000300900018000058002020089105003000200800006070000000000012000807690000031,284631759365972418179458362726389145943715286851246973538197624412563897697824531
007005000030420705100080003040100502020004037500900800000000200000300000000008004,487635129639421785152789463846173592921854637573962841394516278218347956765298314
200008900510000074700006002000082419000000000000160508000000000000070205008004000,243758961516293874789416352675382419831549627492167538927835146364971285158624793
500003600000780010060010002020100008000000500005000471001000000800405000000670040,517293684432786915968514732724159368186347529395862471641938257873425196259671843
390000005080006001206000040900040020050002000810309400000000100003000000009005060,391428675485796231276153948937541826654872319812369457528637194763914582149285763
000000010600000000950000000080000290005096000000001050034009020506002983200010540,872365419641928375953147862187534296425796138369281754734859621516472983298613547
000000610000008004003000000507100000300680100400073000096030070040060003000050800,954327618671598234283416759567149382329685147418273596196832475845761923732954861
000000000072000009500800246900000473005403090080060000000006000097005802030000500,649352781872641359513897246961528473725413698384769125158276934497135862236984517
000006000000090300029000000030001006002005000050070104000007601003040790010500002,385716249471298365629354817937421586142685973856973124294837651563142798718569432
600095000059080030004230060000019300000000280000000000063000100000400800405020006,632795418159684732874231569526819347917346285348572691763958124291467853485123976
005740100408000000020030000503090007100807090009000000000001030004080500030024008,365748129418269753927135684583496217142857396679312845856971432294683571731524968
030400002000200070000000000708000016060000380040000000003072600907603400600100200,139457862854216973276938145798324516562791384341865729413572698927683451685149237
000002050003500800500601027902000000000390000000005060087000001030760002200000030,641872359723549816598631427952486173816397245374125968487253691139764582265918734
006000031030060700504010000000800070760000050800000304910000500008006100000070980,286759431139468725574213698491835276763142859825697314917384562358926147642571983
004006090003705028200040000000000070000020063000007000098000000002904600036058900,874216395163795428259843716625389174947521863381467259498672531512934687736158942
003000000050070008700600300004090060607020530025006907000030780000805200000000090,983251476456973128712684359134597862697128534825346917261439785379865241548712693
005010096004000070700000100800460001003800500060305000010040800649008000000000009,285714396194536278736982154852467931473891562961325487317649825649258713528173649
900053000008600002750802001000008003000907000000000100000719800009026500070000230,912453786438671952756892341295168473184937625367245198523719864849326517671584239
100004000000080105000950600090805000841600000200100000060000507400070060002000009,156234978924786135783951624697825341841693752235147896369412587418579263572368419
000736000060500000000008005410620000003100068000050104600000007002000053000301000,581736942967542381324918675418627539253194768796853124639285417172469853845371296
100050000300001040020068300000640000006009000200830004803020000010003906050010200,184357629367291548925468317738642195546179832291835764873926451412583976659714283
040007060039000500270450100004300050003090700020060900005000000000003010010000027,541937862839126574276458139984371256653294781127865943465712398792683415318549627
000000000000937002000268070890000500000000010302501706900080030000109000600070200,723415869186937452459268371891746523567823914342591786974682135238159647615374298
060000000240680003000927000000060304000005006900704802003000060827000000000200000,768543921249681573315927648571862394482395716936714852193478265827156439654239187
820100094030000080009400007000800020900307000000009078100000000087910040000005000,825173694734692185619458237573841926968327451241569378152734869387916542496285713
500004000700090400130000070400000102020300000870000905000000800000080204050102000,592714683786593421134268579465879132921356748873421965247935816319687254658142397
010000080800000000020000673000700000030641000000300009000000020074008901063000008,317496285856273194429815673645789312932641857781352469598134726274568931163927548
000005000030470006040260780389720000000600000006094008003000000000040072002030400,697185243238479516541263789389721654124658937756394128473912865915846372862537491
030007208000800003000000100090370002000000890800002005007000081016009000200003600,134957268972861543568234179695378412723145896841692735357426981416589327289713654
648002000002700000090000000200000007085009041000401805109006000000000060000905078,648192753532784916791563482214358697385679241967421835179836524853247169426915378
000010900500309000400020008000050009900608000236000000000003400042000000010090032,728416953561389247493527618184752369975638124236941785859263471342175896617894532
000000500065004070000309080900001730007000000100000945800700010000100408030000000,498617523365824179712359684946581732257943861183276945824795316679132458531468297
000000000250000000080012500000000009305080620600004800590003200030405100004200006,461539782257846913983712564728651439345987621619324875596173248832465197174298356
040012000015906004600080000000100000051304080080050009000809600000000002024000850,743512968815976234692483175479168523251394786386257419537829641168745392924631857
070509000050100002906080000309050000017900200800000060000002105060000007001800600,172539846458167392936284571329756418617948253845321769784692135263415987591873624
000048130000070005040030000001500004200080750000001062000000820000603000100020000,657248139318976245942135678731562984296384751485791362573419826829653417164827593
000000000000060520205090100390800050000700001001002603000010000009000702530600800,148275396973168524265493178396841257452736981781952643827319465619584732534627819
400078000000003700020900000903004060000000002000005374000847253000000008000000690,469278531158463729327951486913724865745386912286195374691847253572639148834512697
300406080500100704000500036000000005000200000400050008024000000160703850000601000,372496581586132794941578236293867415658214379417359628724985163169743852835621947
460030280080004605050020930000040300000000000092068500901000020030000000000900800,469531287283794615157826934615247398348159762792368541971685423836472159524913876
700001000105002009004000700020500003000003004000000800000974002000100450000000308,789461235135782649264359781821546973976813524543297816358974162692138457417625398
400005001300000060008009020100003002000001900006204080609800000200000000001000003,492365871317428569568719324185693742724581936936274185659832417243157698871946253
000010072000400600000069810000000036001000080000700920013020060780030001900040000,694318572158472693237569814879254136521693487346781925413825769785936241962147358
000002080000600100761040000080701002054000000000000060072409800800010009900800250,435192687298673145761548923689751432154326798327984561572439816846215379913867254
080000002000001400205704000070000000050000800309000007000308040004010509030050100,481539762763821495295764381178246953652973814349185627517398246824617539936452178
902000503300020746040600000030000000100070004709000002000050000050940010000203000,962714583318529746547638921435892167126375894789461352874156239253947618691283475
403010005508030090000000000002006308605020000004053020900000000000048000000092680,423719865518634297769285413192476358635821974874953126981367542256148739347592681
050800200030004500002000741000082000000500004001060020000670000000301680300008017,457816293139724568682935741543182976268597134971463825814679352725341689396258417
052000900700000000601020070200009700000004560000057084900000008000080490027000000,452718936783695142691423875245869713178234569369157284934571628516382497827946351
008000000950000000034890100000907000301500407007008000000400605080600900509700010,218354796956271348734896152845937261391562487627148539173489625482615973569723814
070000030000000006800000401309070002000000300007203600608010007040009000002807090,176482935924135786853796421319678542265941378487253619698314257741529863532867194
003926000000300005000010026930000000072030604000004000001000000000150007000067500,513926478267348915498715326934681752172539684685274139751492863846153297329867541
058000009603080000000000006819300050000061900000000320007050082290000100006200000,758634219623189574941725836819342657372561948564897321137956482295478163486213795
900026000000050086008400001200000000030509000009230005000000103006005094012300060,941826357723951486568473921254718639137569842689234715895642173376185294412397568
006800200950026001800009300007080050315000900000010000080600000000053600000000000,746831295953426871821579364297384156315762948468915732582697413174253689639148527
920007000006000020030000109800300092007410006000090004300040008168000000002000000,921587643486931527735624189814356792297418356653792814379145268168279435542863971
000000000800006000019204000490800310107090020002000007700009040030010000020040008,243987156875136492619254873496872315187593624352461987768329541534718269921645738
000205300000000070000030520805300100003002800700050090080000065000000000560087009,478295316352641978916738524895376142643912857721854693189423765237569481564187239
370000000006009000025001600500102070010907020000000016050008002600000000801006090,374625981186379245925841637563182479418967523297534816759418362642793158831256794
020000005600800000000000813000251036001084002000003000300070000740100000800302600,128437965653819247479526813987251436531684792264793158316978524742165389895342671
500204019109000020048100000000760084000009502000500601005000807004050000000008000,536284719179635428248197356351762984467819532892543671915326847784951263623478195
004001905000506040203400160300092607010700500000010004039000000007000000620000000,764281935198536742253479168345892617816743529972615384439127856587364291621958473
700498000009000800500600007908500000000000200000034060200080000006305000870902005,712498356639257841584613927968521473345769218127834569253186794496375182871942635
060057800030010000090030006000001080301560002800072100000000900007000200000080060,164257839738619524295834716952341687371568492846972153513426978687193245429785361
056200009700900020002000310000000097005001000090400005500000030060104000004000950,156238749743916528982745316631582497475691283298473165517829634369154872824367951
001207000000060450000005000028000300070000060360008007000001070000400001000070546,951247638783169452246835719528716394179324865364598127495681273637452981812973546
000001670000000000900300100007819360000003400060000000570000900040500780001490030,834921675715648293926375148457819362198263457362754819573186924649532781281497536
010980000070000900008004020100030009042000850090001000000100005000209040000005700,213987564674352918958614327165438279342796851897521436729143685586279143431865792
000840000000500003685100000060009700000003009500760000300070000010080507059000600,937842156124596873685137492463219785871453269592768314348675921216984537759321648
400000070000070260000400000706008095249600000100000020604020000800700009007010080,462185973518973264973462851736248195249651738185397426654829317821736549397514682
003000000000008062000010809028095036100000000000600205000400001010003000006052000,683927514971548362254316879428795136165234798397681245832479651519863427746152983
090060000100058002600200307020300701013000900050000000070000000060905080000080000,792463815134758692685291347826349751413527968957816234578634129261975483349182576
009003000500700240340010000902070000400560900001000030000006092100000600000050004,829643751516798243347215869952374186483561927671829435734186592195432678268957314
060004000350800000002000000003009700720050060004026000000043006000002500400005029,867294315351867294942531687683419752729358461514726938295143876176982543438675129
030000000182600009000040000300000000070902406008100003060709024000000000029480000,634891275182657349957243168346578912571932486298164753863719524415326897729485631
000940500000002000400100000009050470300200100805400023130005800004310750008000000,723946518981532647456187239219853476347269185865471923132795864694318752578624391
000005970090000001000000452005000240073501000006020000300000600000007090700902504,431285976592674381867139452185796243273541869946823715359418627624357198718962534
000090630000008000000700200000000000058200090000070005700500000092030084000024507,875492631216358479439716258947865312158243796623179845764581923592637184381924567
700000120600070003210900800000100030000020005091005070080006000002300500000800000,749583126658271943213964857527148639836729415491635278385416792162397584974852361
040210098002046100007900050000625000000001000000780000015000080020000007800054000,543217698982546173167938254498625731736491825251783946615372489324869517879154362
005000700040003061860007005000000000000700003970800000034000008600140500000008107,325619784749583261861427395458231976216794853973856412134975628687142539592368147
010080670000000090040060008006407300500006000007850900000000765070000000000093004,319584672658172493742369518986427351521936847437851926193248765874615239265793184
000004080000000000000001705957030002010000000008590001000940010002070009340000800,571264983836759124294381765957138642613427598428596371785943216162875439349612857
007000060000000005000000031000008000056037400008005603470802000031060027602300008,317259864264183795589746231743628159156937482928415673475892316831564927692371548
000050070000000005600003000300060800180004060070100403050036184003480900000500000,431952678728641395695873241342765819189324567576198423957236184213487956864519732
300000654005000100020000090050000040169000000000001902410000000602490700000100030,371289654945763128826514397253976841169842573784351962417635289632498715598127436
904010080005000000080300006000105000000003048023049600000081090010000005000290004,964712583375968412182354976648175329591623748723849651436581297219437865857296134
000013004200040500006000032602008000800001090040600050000830040100005000000020000,578213964213946578496587132652398417837451296941672853725839641184765329369124785
730000010020040075001000600200860004000000050506000807000300000000008561000200008,735689412628143975941527683273865194489712356516934827867351249392478561154296738
000000001000405000800000930000010540000800002000036090904000020000301000001200350,527693481193485267846127935678912543359874612412536798934758126265341879781269354
000082000090743000300600000036090007000000309070400200007000005500000020004200080,741982536695743812382651974236598147458127369179436258827314695563879421914265783
080067030004030000060510400970000000000800019000005070058000000307609000400003000,589467132124938657763512498971326845635874219842195376258741963317689524496253781
004831000080400000000070000010000050090060730000908000703004060009500008040000503,974831625681452397325679184216347859498265731537918246753184962169523478842796513
280000000103720040040003001000040510062050037000087002020004000500800074000600000,286419753153728946749563281837246519462951837915387462628174395591832674374695128
053006000609008000820500109030900004000001520000000018006000400000003000000020891,453196287619278345827534169531982674984761523762345918176859432298413756345627891
000600037000075009800000540005010000700096004006000080070800060010900400540000300,254689137163475829897132546425718693781396254936524781372841965618953472549267318
000065000500000010007030002204000000003051000005002087000840000700000050010007068,981265743532974816647138592294786135873451629165392487356849271728613954419527368
070600000963002504400000038005000920609000000800004003000000000006500002000300006,578643291963182574412795638145836927639271485827954163281467359396518742754329816
304600100050070006000000800000130007001040030006200500000000721000000000528400000,384659172952871346617324859845136297291745638736298514469583721173962485528417963
450000090000005402000008301000400000120083000060000100000032506200900003800501000,451326897387195462692748351573419628124683975968257134749832516215964783836571249
000000004000000083000007500700058000600092830403600002025003679000000300007005020,218536794576914283349287561792358146651492837483671952125843679864729315937165428
006000000000010000000950000000000250050006080001083976039000020560300100107800500,796234815285617394314958762678491253953726481421583976839145627562379148147862539
000900061000000800804500792000009100000600040020000508160205980000004000900160000,357928461296417835814536792435789126781652349629341578163275984572894613948163257
092000006000057000080900500030200060070035020000090008600380070000070005000000403,592813746316457892487926531135248967879635124264791358651384279943172685728569413
700300400082400009090200010001003000200006040840001037000100060070000804000000003,715369482682417359493258716561743298237896541849521637328174965176935824954682173
180720460005100000030000080010500073500060000000002008400005200000000000000004300,189723465645198732237456981812549673593867124764312598478935216356271849921684357
040000003008670004096040000000008000900310000003907800060700008030000100701082000,547129683128673594396845271475268319982314765613957842269731458834596127751482936
050200106000070020030000009002506030060000000000000500043000000090020001007014300,754293186986175423231468759412586937569732814378941562143659278895327641627814395
000000000040000021615000003860020004000010200004053800080000040301804070002100000,237981465948365721615247983863729514579418236124653897786532149351894672492176358
600508000080002000002960008100000000060000130000000092000300400054200006038006209,691548723485732961372961548127693854569824137843175692216389475954217386738456219
700600000020000000000100000600002310031005208280001570000400030840070002310000007,793658421128934756564127983657842319431795268289361574972416835846573192315289647
900074100056210800080600040000000000000420000069007000005000478000090000001005060,932874156456213897187659243748931625513426789269587314395162478624798531871345962
040000008310800570020704001002013000000600020700005000000000800408060000000020030,547136298316892574829754361682913457154687923793245186265371849438569712971428635
580760040046000000000005010704000030600870004000000000000000008270100000800003501,582761943146932785397485612724516839631879254958324167415697328273158496869243571
000840060000000200000000000008021005000000670501600040400060000890070056020005980,312847569764359218985216734648721395239584671571693842457968123893172456126435987
001005940020007010000060005013002090090001400000053000040000000000070020960030000,671825943425397816839164275713642598596781432284953761342519687158476329967238154
001602340000500800400000000000100904000000020000930080036000000950400008000006059,781692345623547891495813762368125974549768123217934586836259417952471638174386259
003008007067005100000060002000000000000003020200670304080050610000104000000080073,523418967967325148841769532736542891415893726298671354384257619679134285152986473
600001000008000000009000507004708006706000045583064009000096700000800090035040000,652471983378529461149683527294758136716932845583164279821396754467815392935247618
040000006000000092000009000600050720000007060005040000317920500500100600009400000,943512876156784392782369451691853724438297165275641983317926548524178639869435217
009700005002000940500064010004000000097010400300000020050040070400000203276030000,149728365762351948538964712624587139897213456315496827953842671481675293276139584
050003009700900651004000300506000000040009000902005000209030700030000510010072003,658713429723984651194256387586327194341869275972145836269531748437698512815472963
010000000306090000258000000000450008080000002905810360030004000000920100100300580,419578236376291845258643791723456918681739452945812367537184629864925173192367584
006908000010740030000050090600000570308610004004007000109000000007004800000000050,726938415915746238843251697691482573378615924254397186189563742537124869462879351
009300006054020037000000020040006350003007000026090080000000000037900605900000200,289371546654829137371654928748216359193587462526493781412765893837942615965138274
409700030510000000003010000000905070000807100900360048100000000080000096790030000,429786531518493762673512984841925673362847159957361248134659827285174396796238415
030058002701000000000030800000000054007000300900071200090005000040010090100000580,634958172781624935529137846812396754467582319953471268398765421245813697176249583
000007001400030800091000060240003009083901040060200000000704080008000300000000002,836497521425136897791852463247683159583971246169245738312764985678529314954318672
008007000090600000000000239000006028700001000010000704807109300900200006024000800,248937615193625487675418239459376128782541963316892754867159342931284576524763891
020500007050038010000070200600009000100086030230000068007000000000093501000010070,321564897759238614846971253678329145195486732234157968917845326462793581583612479
000100030501090700090000000750000000003600205600000100030002801015070620000080090,478126539561394782392857416754218963183649275629735148937462851815973624246581397
070500900100700000900001000000170080001000600630080075007832000060000500009007008,473528961156793842928461753295176384781345629634289175517832496862914537349657218
003000060800010000600000200009000000008700051000820007500063800070050009200000000,913542768852617943647389215769135482428796351135824697591263874376458129284971536
000025060000100000000708005003680074002301000000000000310006080706000000804000720,138425967567139842249768315953682174472351698681947253315276489726894531894513726
060000050000010600502040001200000108006000700807605020000000002100400506045000300,361987254784512639592346871259734168436821795817695423678153942123479586945268317
000000007205000004000250100350870020008020000002005060000300000040000302000060871,913648257265713984784259136351876429678924513492135768827391645146587392539462871
000000032036000800000100005870002090090050000005803170001000760020000000050000003,417568932536924817982137645873412596194756328265893174341285769628379451759641283
800023000401000070000000500600087000000105300000030400000000852250006100000000003,875923641431568279926714538643287915789145326512639487367491852258376194194852763
013280970000000048000900100490800007000000000060010000020300700080067000001400080,513284976279651348846973125492836517158749263367512894624398751985167432731425689
000000000090001008000800906520060030400000500800450069610008000002900400080010050,268793145795641328143825976529167834476389512831452769614538297352976481987214653
800000000361000000402070361010000030280000000609000000000087403007031906000004070,875163249361429857492875361714952638283746195659318724926587413547231986138694572
000800000010065098000009260000500021700010006000000400100402005804900000000070002,697823514412765398583149267348596721759214836261387459176432985824951673935678142
000067040080010200004009800830000016000008300060100000902300081000000900040006720,529867143786413259314529867835792416491658372267134598972345681658271934143986725
060400089009601700400090200000000000005080690900000478070200050600017000000500020,561472389289631745437895261846729513715384692923156478178243956652917834394568127
200000000067000030013020000950006207000200050001508000070000900000170060609300000,294863175867951432513724698958436217436217859721598346175642983382179564649385721
000005000200000001300040500002806900009003060805000200080400002000010003090000010,914325786256987341378641529132876954749253168865194237581439672627518493493762815
700000000090000200402000578200000006800005700063000095000000003900078040080004020,718542369596783214432916578257439186849165732163827495674291853925378641381654927
084620105009003084050400000000900640001000500000300009000100200005000000200050301,784629135629513784153487926538971642961248573472365819896134257315792468247856391
000000200400020580000608093000000140030100000000096302050800010060000900000360008,698534271413927586275618493526783149934152867781496352352879614867241935149365728
000003000000790003076040000000187302710000460000000000040009080001460000600320000,859213674124796853376845921465187392718932465932654718243579186591468237687321549
070052000801700520006000000000300005080004071020000380000000040600870003000020800,473652918891743526256918437164387295385294671729165384918536742642879153537421869
062000804300000000005000072020340605000500000000000320400037086007800403000900050,162795834374182569985463172728341695613529748549678321451237986297856413836914257
030008050000250083700930004500000068009086000002000000050000000000004207000000430,231648759496257183785931624543172968179386542862495371954723816318564297627819435
060000000120607050000095000650000000003000000201000300000079020900006800870052060,365481792129637458487295631658713249743928516291564387536879124912346875874152963
270001430000002007006300010034500000501004800000060000700010003100000000000008002,278691435315842967496375218934587621561234879827169354782916543159423786643758192
800000000000200900040300100001080500480007000530020004300040090020100000000703041,897615423153274968642398157271486539489537612536921874315842796724169385968753241
003020001501006040000300005405000600030040080710000020270000800000000032056000400,863425971521796348947318265485172693632549187719863524274931856198654732356287419
500049702090080600700020080080007000000004007100000050904000010000000865005000000,518649732392785641746321589483257196659814327127936458964578213271493865835162974
005007800960000000408005000000084019130000400000900050600010307000040060840000000,325467891961832574478195236256384719139756482784921653692518347517243968843679125
060008030000007004003040200000080360000764002000005000034100708000000010010020603,467298531152637894893541276541982367389764152276315489934156728628473915715829643
200001890009000000500000200000980006000000500000470020190820005702610080008000060,243561897819247653567398241375982416924136578681475329196824735752613984438759162
000507002001000500570920064209000400400000000000600000000400230050230097700060000,643587912921346578578921364219753486467892153385614729896475231154238697732169845
000924000000060008050008200007000000000000004000009673500300802032700046060002007,186924735923567418754138269647253981398671524215489673571346892832795146469812357
000000009000501600600390071367000010901008000020010000700080000000072065800005000,213867459479521683685394271367249518941658732528713946752186394134972865896435127
000008305030200000040006710057000000000100000800050003001007000080010540004820100,162748395735291684948536712657384921423179856819652473591467238286913547374825169
030002600089000050004000000090540070000000003800670002020000800400300000560000234,137852649289764351654139728392548176746291583815673492923415867478326915561987234
800020600005700000090010000950000060010204007706005800000407008000000900009600010,871329645235746189694518372952871463318264597746935821163497258487152936529683714
700000000008006043200300750000002006000540018010070400074010080000000000600000000,743951862158726943296384751489132576367549218512678439974213685821465397635897124
500200430070615000000700000080000001602800070000047000003460000840000000000050600,561289437374615928298734156487526391632891574915347862153462789846973215729158643
000030004100026500048090010000000090250000400080900300000000100005060000860000023,526831974197426538348597216473285691259613487681974352932748165715362849864159723
905000008080200000012000004654000203000050000000023100000130800290000000300800600,935641728486297531712385964654918273123756489879423156567139842298564317341872695
007000002030109607016020003000000000100007008090005000000290705705030060060000031,957683412234159687816724953578342196143967528692815374381296745725431869469578231
803000000005003900100000000060000045001800007700000000050016074600037080030090001,893154726245673918176982453369721845521849637784365192958216374612437589437598261
200000058001000000000200009620090000500000002000008000040301900006000400908056010,274139658391865724865247139627593841589614372413728596742381965156972483938456217
800600039006000020093001507000500000070038006000067002000200003010009000000070005,827654139156793428493821567369542781274138956581967342748215693615389274932476815
000500007000042610081000000000035000040700000005006023000000102012008564000004300,629513487357842619481967235768235941243791856195486723834659172912378564576124398
200001000000345000000700000305004210000000030800060000401650300002407005003002800,247981653169345782538726941395874216726519438814263597471658329982437165653192874
000040870000002000000060009960000007082105000007000002000401000020000000400809205,296543871738912654514768329965284137382175946147396582653421798829657413471839265
000008040400560200020170009000059000010000076200600480000480060050900700000020008,175298643489563217326174859648759321513842976297631485931487562852916734764325198
902700005000000000010002800009005020003000700100000000037190200005087100400200090,962718435378546912514932876749865321853421769126379584637194258295687143481253697
000000401820070000001059000003084000700000540408710020070008930000500100300000007,537862491829471365641359872253684719716923548498715623175248936962537184384196257
031570069000130000094000035000000000087600000003001000009056001005000076010800900,231574869658139742794268135142385697587692314963741528379456281825913476416827953
020950000000084030040003900000400010086000520090000806065090001000000000000830000,823957164159684237647213958532468719486179523791325846365792481918546372274831695
413060080080000000005003002040000000300001050001000764860045003000000500034700006,413562987782194635695873412948657321376421859251389764869245173127936548534718296
200080700000050029090700000070000300045000002000306800000029470800007003000000005,256981734187453629493762518678295341345178962912346857531829476864517293729634185
300000856000900000005000000100004903000000070890630000000006040008300091530740000,349271856612985437785463129176524983253198674894637512927816345468352791531749268
010003004000040021007098005080702000000000810030004500000000000570000300092530000,916253784358647921427198635685712493749365812231984576163479258574821369892536147
300210000000800001070000600080700500600000002000050000730520080060001004500060300,348216795956837241271495638183742569695183472427659813739524186862371954514968327
000002009120730500050410300000000000361050000590207100009000400000041050000000030,436582719128739564957416328782193645361854297594267183819325476673941852245678931
400006000020080003030000000002000090510040600603025400201400080000300000009062050,478936125126584973935271846842613597517849632693725418261457389754398261389162754
200009800000000009094006005400081036800000400000000002630000091000200600080900050,276159843518324769394876125429781536853692417761435982637548291945213678182967354
630210000008000007002075000350020400800300070000000060000060000000004020703000805,637218954548936217912475638351627489896341572274589163425863791189754326763192845
070805000002000000500430006020780000046200000000001600001000053600100207700304000,973865124462917538518432976125786349846293715397541682281679453634158297759324861
800700040310800005000023090000082900050000002000004038500491300000008001000350000,829765143316849725745123896631582974458937612297614538582491367963278451174356289
008000075037900010000004098560001000701043000000005000080000000104067000000009400,498136275237958614615274398569821743721643859843795126986412537154367982372589461
000910000006002500400000029900850000050000000001063000200001095080000002030090680,572918436896342571413576829964857213358129764721463958247681395689735142135294687
074000009000003040000100500942350010003000000710000450600000075000060000130509020,374825169561973248289146537942357816853614792716298453628431975495762381137589624
609104000000000000000390508000046030490000200000700001000080003260000100000000640,689154372375268914142397568521946837497813256836725491954681723263479185718532649
040060210070000000000000004500032096006100300002090000029040000000000030630027509,945763218178254963263981754587432196496178325312596487829345671754619832631827549
020010704000700820600000000006004350003805000000300000000001080204000006018000530,829513764431796825675482913796124358143865297582379641367251489254938176918647532
068004000300060097940370005035001000800000019090600030500000000080050000006000003,768594321352168497941372865635921784827435619194687532513246978289753146476819253
000000410050100809000089000084000965000408000130050000000701000098004100000090007,829573416357146829461289573284317965975468231136952784543721698798634152612895347
000213600001000000000809000000790000000500020200030705019600207080050910005000306,578213649931465872426879531153792468897546123264138795319684257682357914745921386
000000730003600000000000005050300006086750940039020800520000079008000000000503060,695248731713695482842137695457389126286751943139426857521864379368972514974513268
200060804004000030000300029008004096500003000103080002001008000090000000000005068,235769814914852637687341529728514396569273481143986752451628973896137245372495168
000000800000000509000600070590760000001900030070208010820100006100000203600800090,352479861768312549914685372593761428281954637476238915829143756147596283635827194
500000009400005760260900300007000403000020006000000080000700000700058000003006040,578634219439215768261987354187569423345821976692473185956742831714358692823196547
000517000000009000050680009570040068409000000006030001000304000095800006100000070,982517634613429587754683129571942368439168752826735491267394815395871246148256973
000008460000000803060030091000800070100064500003000006000045010400000000038910000,317598462924671853865432791596823174182764539743159286679245318451386927238917645
009004000840000015700080009090000008400000000657000001020790000000068200004050700,269514837843927615715386429192645378438179562657832941526793184971468253384251796
080040010092006800410000050640030090200900006050000000003000000001280904020003001,785349612392156847416728359647832195238915476159674283973461528561287934824593761
402050000100002800080037490000790000020000040000000710900000007510000020078004001,432859176197642853685137492354791268721586349869423715943215687516378924278964531
005000002940000050632000000000000007406000000120050046000730500010502700200016900,785691432941273658632845179598364217476128395123957846864739521319582764257416983
001720000000000009087004020000000640000008000000049051600010095570400800009000400,961723584254861379387954126795132648416578932823649751648317295572496813139285467
400000700080000024003000090009003070000004030701009005000298040000400209000700018,416982753987365124523147896849513672652874931731629485165298347378451269294736518
004200070970030100000000008000000080000000302000700900092508000800004010307900004,154289673978436125623157498239641587741895362586723941492518736865374219317962854
000003005000700000001000780000009600000304090000500004046958003708006500309001000,627183945584792316931645782473829651865314297192567834246958173718436529359271468
008105062069703050100200700085007100000000000000020037070008000002000080000000305,738195462269743851154286793485637129327519648916824537673958214542371986891462375
030080000000300080000605020003200900608019050500000007005000070000006102000172000,236781549951324786847695321413257968678419253592863417125938674789546132364172895
001000000000050036000309000007000000402670003650000400136025070070090000005006002,361487295749251836528369741817534629492678153653912487136825974274193568985746312
040051709000000000000974000000008621000005000007610900070000060000062507051800000,346251789792386415518974236435798621169425873827613954274539168983162547651847392
060010020000000801000008500024705910800000700075000060001204080000000009007100054,768519423253476891149328576324765918816932745975841362531294687482657139697183254
000700000010060090095004000030006000061009450000410000000207003007000000009030140,682793514413568792795124836934856271261379458578412369156247983347981625829635147
801000000005740000000800200000900025010058000000402000480600100002004890900000700,891236574325741689764895231648917325219358467573462918487629153132574896956183742
079010500100000000600004300506400780040600005008300000000007000000900160000080040,379816524124539678685724391536491782241678935798352416413267859852943167967185243
704001000360000002020000000052070009006000130000056000010020000007900200003067050,784231596365789412921645378152374689476892135839156724618523947547918263293467851
005000090009730040460000007000008003006000001000450000100009500003807009000043000,375124896829736145461985327214678953756392481938451672187269534543817269692543718
090500084000900000400000010000200800037800420000097005010000000800705009705000208,396521784172948356458673912561234897937856421284197635619482573823765149745319268
